filepath,testclass,testname,assertion type,line number,assert string
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,769,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,771,"self.assertAllClose(log_ei, ei.log(), atol=1e-5)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,828,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,831,"self.assertAllClose(log_ei, ei_expected.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,847,"self.assertAllClose(ei_min, ei_expected_min, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,849,"self.assertAllClose(log_ei_min, ei_min.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement,assertAllClose,778,"self.assertAllClose(log_ei, ei.log(), atol=1e-5)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,769,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,771,"self.assertAllClose(log_ei, ei.log(), atol=1e-5)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,828,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,831,"self.assertAllClose(log_ei, ei_expected.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,847,"self.assertAllClose(ei_min, ei_expected_min, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,849,"self.assertAllClose(log_ei_min, ei_min.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement,assertAllClose,778,"self.assertAllClose(log_ei, ei.log(), atol=1e-5)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement_batch,assertAllClose,893,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,test_constrained_expected_improvement_batch,assertAllClose,894,"self.assertAllClose(log_ei, ei.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement_batch,assertAllClose,893,"self.assertAllClose(ei, ei_expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestConstrainedExpectedImprovement_class,_test_constrained_expected_improvement_batch,assertAllClose,894,"self.assertAllClose(log_ei, ei.log(), atol=1e-4)"
./projects/botorch\test\acquisition\test_analytic.py,TestNoisyExpectedImprovement_class,test_noisy_expected_improvement,assertAllClose,1055,"self.assertAllClose(exp_log_val, val, atol=atol, rtol=rtol)"
./projects/botorch\test\acquisition\test_analytic.py,TestNoisyExpectedImprovement_class,test_noisy_expected_improvement,assertAllClose,1072,"self.assertAllClose(X_test.grad[0], X_test_log.grad[0], atol=atol, rtol=rtol)"
./projects/botorch\test\acquisition\test_analytic.py,TestNoisyExpectedImprovement_class,_test_noisy_expected_improvement,assertAllClose,1055,"self.assertAllClose(exp_log_val, val, atol=atol, rtol=rtol)"
./projects/botorch\test\acquisition\test_analytic.py,TestNoisyExpectedImprovement_class,_test_noisy_expected_improvement,assertAllClose,1072,"self.assertAllClose(X_test.grad[0], X_test_log.grad[0], atol=atol, rtol=rtol)"
./projects/botorch\test\acquisition\test_cost_aware.py,TestCostAwareUtilities_class,test_InverseCostWeightedUtility,assertAllClose,142,"self.assertAllClose(
                    ratios, deltas / multi_output_mean.sum(dim=(-1, -2))
                )"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,105,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,108,"self.assertAllClose(test_X.grad[..., :-1], test_X_ff.grad)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,34,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,61,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,81,"self.assertAllClose(qEI.X_pending, qEI_ff.X_pending)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,92,"self.assertAllClose(qEI.X_pending, X_pending)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,125,"self.assertAllClose(test_X_clone.grad[..., [1]], test_X_ff.grad)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,45,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,52,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_fixed_feature.py,TestFixedFeatureAcquisitionFunction_class,test_fixed_features,assertAllClose,73,"self.assertAllClose(qei, qei_ff)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,216,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,224,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,230,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_qLogNParEGO,assertAllClose,1353,"self.assertAllClose(kwargs[""scalarization_weights""], torch.zeros(2))"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_mf_base,assertAllClose,1611,"self.assertAllClose(cm.weights, w)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_mf_base,assertAllClose,1619,"self.assertAllClose(cm.weights, torch.ones_like(cm.weights))"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,216,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,224,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_get_best_f_mc,assertAllClose,230,"self.assertAllClose(best_f, best_f_expected)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_qLogNParEGO,assertAllClose,1353,"self.assertAllClose(kwargs[""scalarization_weights""], torch.zeros(2))"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_mf_base,assertAllClose,1611,"self.assertAllClose(cm.weights, w)"
./projects/botorch\test\acquisition\test_input_constructors.py,InputConstructorBaseTestCase,test_construct_inputs_mf_base,assertAllClose,1619,"self.assertAllClose(cm.weights, torch.ones_like(cm.weights))"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQKnowledgeGradient_class,test_evaluate_q_knowledge_gradient,assertAllClose,158,"self.assertAllClose(val, mean.mean(), atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQKnowledgeGradient_class,test_evaluate_q_knowledge_gradient,assertAllClose,202,"self.assertAllClose(val, expected, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQKnowledgeGradient_class,test_evaluate_q_knowledge_gradient,assertAllClose,220,"self.assertAllClose(val, objective(samples).mean(), atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQKnowledgeGradient_class,test_evaluate_q_knowledge_gradient,assertAllClose,245,"self.assertAllClose(val, val_expected)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,359,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,384,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,409,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,432,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,460,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_knowledge_gradient.py,TestQMultiFidelityKnowledgeGradient_class,test_evaluate_qMFKG,assertAllClose,477,"self.assertAllClose(val, val_exp, atol=1e-4)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_log_noisy_expected_improvement,assertAllClose,356,"self.assertAllClose(log_res.exp().item(), 1.0)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_log_noisy_expected_improvement,assertAllClose,457,"self.assertAllClose(af_val1.item(), af_val2.item())"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_noisy_expected_improvement_batch,assertAllClose,484,"self.assertAllClose(res, expected_res, atol=acqf.tau_relu)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_noisy_expected_improvement_batch,assertAllClose,499,"self.assertAllClose(res, expected_res, atol=acqf.tau_relu)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_noisy_expected_improvement_batch,assertAllClose,508,"self.assertAllClose(res, expected_res, atol=acqf.tau_relu)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_q_noisy_expected_improvement_batch,assertAllClose,528,"self.assertAllClose(res, expected_res, atol=acqf.tau_relu)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_cache_root,assertAllClose,700,"self.assertAllClose(val, val2, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_cache_root,assertAllClose,702,"self.assertAllClose(X_grad, test_X2.grad, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_cache_root,assertAllClose,757,"self.assertAllClose(best_feas_f, acqf.compute_best_f(obj))"
./projects/botorch\test\acquisition\test_logei.py,TestQLogNoisyExpectedImprovement_class,test_cache_root,assertAllClose,759,"self.assertAllClose(
                        best_feas_f, torch.full_like(obj[..., 0], -infcost.item())
                    )"
./projects/botorch\test\acquisition\test_logei.py,TestQLogProbabilityOfFeasibility_class,test_q_log_probability_of_feasibility,assertAllClose,843,"self.assertAllClose(res, log_feasibility)"
./projects/botorch\test\acquisition\test_logei.py,TestQLogProbabilityOfFeasibility_class,_test_q_log_probability_of_feasibility,assertAllClose,843,"self.assertAllClose(res, log_feasibility)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,test_cache_root,assertAllClose,585,"self.assertAllClose(val, val2, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,test_cache_root,assertAllClose,587,"self.assertAllClose(X_grad, test_X2.grad, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,test_cache_root,assertAllClose,642,"self.assertAllClose(best_feas_f, acqf.compute_best_f(obj))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,test_cache_root,assertAllClose,644,"self.assertAllClose(
                        best_feas_f, torch.full_like(obj[..., 0], -infcost.item())
                    )"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,_test_cache_root,assertAllClose,585,"self.assertAllClose(val, val2, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,_test_cache_root,assertAllClose,587,"self.assertAllClose(X_grad, test_X2.grad, **all_close_kwargs)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,_test_cache_root,assertAllClose,642,"self.assertAllClose(best_feas_f, acqf.compute_best_f(obj))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQNoisyExpectedImprovement_class,_test_cache_root,assertAllClose,644,"self.assertAllClose(
                        best_feas_f, torch.full_like(obj[..., 0], -infcost.item())
                    )"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQPosteriorStandardDeviation_class,test_q_pstd,assertAllClose,1038,"self.assertAllClose(res.item(), std, rtol=0.02, atol=0)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQPosteriorStandardDeviation_class,test_q_pstd,assertAllClose,1044,"self.assertAllClose(res.item(), std, rtol=0.02, atol=0)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestQPosteriorStandardDeviation_class,test_q_pstd,assertAllClose,1056,"self.assertAllClose(res.item(), std, rtol=0.02, atol=0)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,test_mc_acquisition_function_with_constraints,assertAllClose,1222,"self.assertAllClose(old_val, torch.ones_like(old_val))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,test_mc_acquisition_function_with_constraints,assertAllClose,1224,"self.assertAllClose(new_val, torch.zeros_like(new_val))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,test_mc_acquisition_function_with_constraints,assertAllClose,1243,"self.assertAllClose(new_val, old_val)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,test_mc_acquisition_function_with_constraints,assertAllClose,1171,"self.assertAllClose(vals, expected_vals)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,_test_mc_acquisition_function_with_constraints,assertAllClose,1222,"self.assertAllClose(old_val, torch.ones_like(old_val))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,_test_mc_acquisition_function_with_constraints,assertAllClose,1224,"self.assertAllClose(new_val, torch.zeros_like(new_val))"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,_test_mc_acquisition_function_with_constraints,assertAllClose,1243,"self.assertAllClose(new_val, old_val)"
./projects/botorch\test\acquisition\test_monte_carlo.py,TestMCAcquisitionFunctionWithConstraints_class,_test_mc_acquisition_function_with_constraints,assertAllClose,1171,"self.assertAllClose(vals, expected_vals)"
./projects/botorch\test\acquisition\test_objective.py,TestScalarizedPosteriorTransform_class,test_scalarized_posterior_transform,assertAllClose,81,"self.assertAllClose(new_posterior.mean[..., -1], new_mean_exp)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_init,assertAllClose,102,"self.assertAllClose(tf.weights, torch.ones(5, 1) * 0.2)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_init,assertAllClose,111,"self.assertAllClose(tf.weights, weights / torch.tensor([6.0, 12.0]))"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_evaluate,assertAllClose,126,"self.assertAllClose(tf.evaluate(Y), expected)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_expectation_posterior_transform,assertAllClose,155,"self.assertAllClose(tf_mvn.loc, expected_loc)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_expectation_posterior_transform,assertAllClose,156,"self.assertAllClose(tf_mvn.covariance_matrix, expected_covar, atol=1e-3)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_expectation_posterior_transform,assertAllClose,226,"self.assertAllClose(tf_mvn.loc, expected_loc, atol=1e-3)"
./projects/botorch\test\acquisition\test_objective.py,TestExpectationPosteriorTransform_class,test_expectation_posterior_transform,assertAllClose,227,"self.assertAllClose(tf_mvn.covariance_matrix, expected_covar, atol=1e-3)"
./projects/botorch\test\acquisition\test_objective.py,TestLinearMCObjective_class,test_linear_mc_objective,assertAllClose,391,"self.assertAllClose(obj(samples), samples @ weights, atol=atol, rtol=rtol)"
./projects/botorch\test\acquisition\test_objective.py,TestLinearMCObjective_class,test_linear_mc_objective,assertAllClose,393,"self.assertAllClose(
                obj(samples),
                samples @ weights,
                atol=atol,
                rtol=rtol,
            )"
./projects/botorch\test\acquisition\test_objective.py,TestLearnedObjective_class,test_learned_preference_objective,assertAllClose,491,"self.assertAllClose(avg_obj_val, flipped_avg_obj_val, atol=1e-2)"
./projects/botorch\test\acquisition\test_objective.py,TestLearnedObjective_class,test_learned_preference_objective,assertAllClose,506,"self.assertAllClose(avg_obj_val, flipped_avg_obj_val)"
./projects/botorch\test\acquisition\test_penalized.py,TestL0Approximation_class,test_L0Approximation,assertAllClose,119,"self.assertAllClose(l0.a.data, torch.tensor(1.0, **tkwargs))"
./projects/botorch\test\acquisition\test_penalized.py,TestL0Approximation_class,test_L0Approximation,assertAllClose,140,"self.assertAllClose(l0.a.data, torch.tensor(2.0, **tkwargs))"
