filepath,testclass,testname,assertion type,line number,assert string
./projects/magenta\magenta\contrib\seq2seq_test.py,DynamicDecodeRNNTest_class,testDynamicDecodeRNNWithTrainingHelperMatchesDynamicRNNNoSeqLen,assertAllClose,153,"self.assertAllClose(sess_results[""final_decoder_outputs""].rnn_output,
                          sess_results[""final_rnn_outputs""][:, 0:max_out, :])"
./projects/magenta\magenta\contrib\seq2seq_test.py,DynamicDecodeRNNTest_class,testDynamicDecodeRNNWithTrainingHelperMatchesDynamicRNNNoSeqLen,assertAllClose,156,"self.assertAllClose(sess_results[""final_decoder_state""],
                            sess_results[""final_rnn_state""])"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,_testStepWithScheduledOutputTrainingHelper,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,_testStepWithScheduledOutputTrainingHelper,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithoutNextInputsFnOrAuxInputs,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithoutNextInputsFnOrAuxInputs,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNextInputsFn,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNextInputsFn,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithAuxiliaryInputs,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithAuxiliaryInputs,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNextInputsFnAndAuxInputs,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNextInputsFnAndAuxInputs,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNoSampling,assertAllClose,363,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_sampling],
          expected_next_sampling_inputs)"
./projects/magenta\magenta\contrib\seq2seq_test.py,BasicDecoderTest_class,testStepWithScheduledOutputTrainingHelperWithNoSampling,assertAllClose,367,"self.assertAllClose(
          sess_results[""step_next_inputs""][batch_where_not_sampling],
          np.concatenate(
              (np.squeeze(inputs[batch_where_not_sampling, 1], axis=0),
               auxiliary_inputs_to_concat[batch_where_not_sampling]),
              axis=-1))"
./projects/magenta\magenta\models\gansynth\lib\spectral_ops_test.py,SpectralOpsTest_class,testHertzToMel,assertAllClose,36,"self.assertAllClose(hz, freqs)"
./projects/magenta\magenta\models\gansynth\lib\spectral_ops_test.py,SpectralOpsTest_class,testDiff,assertAllClose,63,"self.assertAllClose(res_np, res_tf)"
./projects/magenta\magenta\models\gansynth\lib\spectral_ops_test.py,SpectralOpsTest_class,testUnwrap,assertAllClose,77,"self.assertAllClose(res_np, res_tf)"
./projects/magenta\magenta\models\gansynth\lib\spectral_ops_test.py,SpectralOpsTest_class,testPolar2Rect,assertAllClose,90,"self.assertAllClose(rect_np, rect_tf)"
./projects/magenta\magenta\models\gansynth\lib\spectral_ops_test.py,SpectralOpsTest_class,testInstantaneousFrequency,assertAllClose,112,"self.assertAllClose(dphase_np, dphase_tf)"
./projects/magenta\magenta\models\onsets_frames_transcription\melspec_input_test.py,MelspecInputTest_class,testTfLiteGraphAgainstPlainTf,assert_allclose,119,"np.testing.assert_allclose(
        tflite_output[0], plain_tf_output[0], rtol=.05, atol=.3)"
./projects/magenta\magenta\models\onsets_frames_transcription\melspec_input_test.py,MelspecInputTest_class,testTfLiteGraphUnderTfLite,assert_array_almost_equal,164,"np.testing.assert_array_almost_equal(
        tflite_output[0], tf_output[0], decimal=1)"
./projects/magenta\magenta\models\onsets_frames_transcription\mfcc_mel_test.py,MfccMelTest_class,testMelSpectrumAgreesWithGoldenValues,assert_array_almost_equal,40,"np.testing.assert_array_almost_equal(expected, mel_spectrum[0, :])"
